csv,air_type,air_w,air_constraints,label,k,schedule,proof_bytes,prove_s,verify_ms,prove_elems_per_s,delta_size_pct,delta_prove_pct,delta_verify_pct,delta_throughput_pct
csv,fib_w2_d2,2,1,2power16,16,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],1611024,0.710427,13.348,92248.724492,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,17,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],1814160,1.397996,14.739,93757.075754,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,18,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4],2011248,2.812523,16.108,93206.001424,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,19,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8],2208432,5.651839,18.057,92764.143459,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,20,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16],2405808,11.404253,22.350,91946.047114,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,21,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32],2642448,23.333272,34.962,89878.178889,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,22,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64],2882448,46.855442,80.184,89515.834511,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,23,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128],3206928,94.531114,254.162,88739.120934,0.00,0.00,0.00,0.00
csv,fib_w2_d2,2,1,2power16,24,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,256],3700368,189.746367,941.909,88419.168566,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,16,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],1611024,0.733329,13.464,89367.768393,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,17,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],1814160,1.384000,14.870,94705.233379,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,18,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4],2011248,2.791595,16.169,93904.740090,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,19,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8],2208432,5.516918,18.135,95032.776620,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,20,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16],2405808,11.362999,22.286,92279.864491,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,21,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32],2642448,23.232950,34.970,90266.281516,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,22,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64],2882448,47.062413,80.440,89122.162368,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,23,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128],3206928,95.160922,254.418,88151.815301,0.00,0.00,0.00,0.00
csv,poseidon_w16_d2,16,16,2power16,24,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,256],3700368,189.976115,942.242,88312.238592,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,16,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],1611024,0.691045,13.427,94836.075411,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,17,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],1814160,1.367127,14.822,95874.042527,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,18,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4],2011248,2.745740,16.167,95473.004492,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,19,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8],2208432,5.551167,18.142,94446.441752,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,20,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16],2405808,11.313973,22.376,92679.736632,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,21,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32],2642448,23.250225,35.053,90199.213033,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,22,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64],2882448,47.088742,80.330,89072.330737,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,23,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128],3206928,95.307571,254.392,88016.177009,0.00,0.00,0.00,0.00
csv,regmach_w8_d2,8,8,2power16,24,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,256],3700368,190.489067,942.186,88074.429814,0.00,0.00,0.00,0.00
